text_clean,label,text
we have all rounderso not required,0,We have all rounder:)so not required:)
tell me again what your address is,0,Tell me again what your address is
bill as in are there any letters for me im expecting one from orange that isnt a bill but may still say orange on it,0,"Bill, as in: Are there any letters for me. iâm expecting one from orange that isnât a bill but may still say orange on it."
when can come out,0,When can Ã¼ come out?
you call times job today ok umma and ask them to speed up,0,You call times job today ok umma and ask them to speed up
i wanted to ask to wait me to finish lect cos my lect finishes in an hour anyway,0,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
leave it wif me lar wan to carry meh so heavy is da num familiar to,0,Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?
did you show him and wot did he say or could u not c him dust,0,Did you show him and wot did he say or could u not c him 4 dust?
from next month get upto more calls ur standard network charge activate call c wirenet stterms pobox m uz cost min mobcudb more,1,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost Â£1.50 min MobcudB more
ok lor thanx in school,0,Ok lor thanx... Ã in school?
kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
good afternoon babe how goes that day any job prospects yet i miss you my love sighs,0,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
leaving to qatar tonite in search of an opportunityall went fastpls add me in ur prayers dearrakhesh,0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
hmmmy uncle just informed me that hes paying the school directly so pls buy food,0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
hungry gay guys feeling hungry and up it now call just pmin to stop texts call pmin,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
dear reached railway what happen to you,0,Dear reached railway. What happen to you
hmmm i thought we said hours slave not you are late how should i punish you,0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
wat time r going to xins hostel,0,Wat time r Ã¼ going to xin's hostel?
my sort code is and acc no is the bank is natwest can you reply to confirm ive sent this to the right person,0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
can i please come up now imin towndontmatter if urgoin outlrjust reallyneed docdplease dontplease dontignore mycallsu no thecd isvimportant tome moro,0,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
jus chillaxin what up,0,"Jus chillaxin, what up"
how are you wish you a great semester,0,How are you. Wish you a great semester
gent we are trying to contact you last weekends draw shows that you won a prize guaranteed call claim code k valid hrs only ppm,1,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
networking job is there,0,Networking job is there.
mm so you asked me not to call radio,0,Mm so you asked me not to call radio
just sleepingand surfing,0,Just sleeping..and surfing
ill hand her my phone to chat wit u,0,I.ll hand her my phone to chat wit u
what will we do in the shower baby,0,"What will we do in the shower, baby?"
we confirm eating at esplanade,0,We confirm eating at esplanade?
my planning usually stops at find hella weed smoke hella weed,0,"My planning usually stops at ""find hella weed, smoke hella weed"""
hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,0,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
congratulations youve won youre a winner in our august prize draw call now prize code,1,Congratulations YOU'VE Won. You're a Winner in our August Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
then wat r u doing now busy wif work,0,Then wat r u doing now? Busy wif work?
private your account statement for shows unredeemed s i m points call identifier code expires,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
nope wif my sis lor aft bathing my dog then i can bathe looks like its going rain soon,0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
in the end she might still vomit but its okay not everything will come out,0,In the end she might still vomit but its okay. Not everything will come out.
joys father is john then john is the name of joys father mandan,0,Joy's father is John. Then John is the NAME of Joy's father. Mandan
at we will go ok na,0,At 7 we will go ok na.
cool do you like swimming i have a pool and jacuzzi at my house,0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
sorry no have got few things to do may be in pub later,0,"sorry, no, have got few things to do. may be in pub later."
im also came to room,0,I'm also came to room.
enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
i want to be inside you every night,0,I want to be inside you every night...
i meant as an apology from me for texting you to get me drugs at ltgt at night,0,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
its like that hotel dusk game i think you solve puzzles in a area thing,0,Its like that hotel dusk game i think. You solve puzzles in a area thing
i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house,0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
package all your programs well,0,Package all your programs well
yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready,0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
jokin only lar depends on which phone my father can get lor,0,Jokin only lar... :-) depends on which phone my father can get lor...
hows things just a quick question,0,", how's things? Just a quick question."
call to use ur mins calls cast pmin mob vary service provided by aom just gbpmonth aom boxm er until u stop ages only,1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
after completed degree there is no use in joining finance,0,After completed degree. There is no use in joining finance.
brainless baby dolld vehicle sariyag drive madoke barolla,0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
im fine babes aint been up much tho saw scary movie yest its quite funny want mrw afternoon at town or mall or sumthinxx,0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
i dont know why shes not getting your messages,0,I dont know why she.s not getting your messages
okay same with me well thanks for the clarification,0,Okay same with me. Well thanks for the clarification
this phone has the weirdest auto correct,0,This phone has the weirdest auto correct.
great escape i fancy the bridge but needs her lager see you tomo,0,Great escape. I fancy the bridge but needs her lager. See you tomo 
fuck cedar key and fuck her come over anyway tho,0,Fuck cedar key and fuck her (come over anyway tho)
i thought id get him a watch just cos thats the kind of thing u getanth and he loves so much,0,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
tunji hows the queen how are you doing this is just wishing you a great day abiola,0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
where r we meeting,0,Where r we meeting?
pls speak to that customer machan,0,Pls speak to that customer machan.
u too,0,U too...
well im glad you didnt find it totally disagreeable lol,0,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
sir i am waiting for your mail,0,"Sir, I am waiting for your mail."
ok lor then we go tog lor,0,Ok lor then we go tog lor...
ive told him that ive returned it that should i re order it,0,I've told him that i've returned it. That should i re order it.
ha ha had popped down to the loo when you helloed me hello,0,Ha ha - had popped down to the loo when you hello-ed me. Hello!
just making dinner you,0,"Just making dinner, you ?"
cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
will you like to be spoiled,0,will you like to be spoiled? :)
so wats ur opinion abt him and how abt is character,0,So wats ur opinion abt him and how abt is character?
r going todays meeting,0,R Ã¼ going 4 today's meeting?
sorry ive not gone to that place ill do so tomorrow really sorry,0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
hi hun im not comin nitetell every im sorry me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monlrsx,0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
this single single answers are we fighting plus i said am broke and you didnt reply,0,This single single answers are we fighting? Plus i said am broke and you didnt reply
doing project w frens lor,0,Doing project w frens lor. 
it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
how much it will cost approx per month,0,How much it will cost approx . Per month.
great comedycant stop laughing da,0,Great comedy..cant stop laughing da:)
im fine hope you are good do take care,0,I'm fine. Hope you are good. Do take care.
nokia phone is lovly,0,Nokia phone is lovly..
hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
just getting back home,0,Just getting back home
kothi print out marandratha,0,Kothi print out marandratha.
did u see what i posted on your facebook,0,Did u see what I posted on your Facebook?
i love to wine and dine my lady,0,I love to wine and dine my lady!
you have won a guaranteed cash or a prizeto claim yr prize call our customer service representative on,1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize.To claim yr prize call our customer service representative on
yeah i think my usual guys still passed out from last night if you get ahold of anybody let me know and ill throw down,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
thts gods gift for birds as humans hav some natural gift frm god,0,Thts god's gift for birds as humans hav some natural gift frm god..
jus finish watching tv u,0,Jus finish watching tv... U?
hurry up ive been weeddeficient for like three days,0,"Hurry up, I've been weed-deficient for like three days"
shes borderline but yeah whatever,0,She's borderline but yeah whatever.
i know you are serving i mean what are you doing now,0,I know you are serving. I mean what are you doing now.
i want some cock my hubbys away i need a real man satisfy me txt wife to for no strings action txt stop end txt rec ea otbox la ws,1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Â£1.50ea. OTBox 731 LA1 7WS. )"
life style garments account no please,0,Life style garments account no please.
re your call you didnt see my facebook huh,0,Re your call; You didn't see my facebook huh?
hows it going got any exciting karaoke type activities planned im debating whether to play football this eve feeling lazy though,0,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ugh i dont wanna get out of bed its so warm,0,Ugh I don't wanna get out of bed. It's so warm.
im good i have been thinking about you,0,Im good! I have been thinking about you...
how is my boy no sweet words left for me this morning sighs how goes you day my love did you start your studying,0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
aiyah ok wat as long as got improve can already wat,0,Aiyah ok wat as long as got improve can already wat...
where can download clear movies dvd copies,0,Where can download clear movies. Dvd copies.
dear got bus directly to calicut,0,Dear got bus directly to calicut
i ask if u meeting da ge tmr nite,0,I ask if u meeting da ge tmr nite...
thinkin about someone is all good no drugs for that,0,Thinkin about someone is all good. No drugs for that
all write or wat,0,Ã all write or wat..
hii got the money da,0,Hi..i got the money da:)
you sure your neighbors didnt pick it up,0,You sure your neighbors didnt pick it up
dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up,0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
thats y u haf keep me busy,0,That's y u haf 2 keep me busy...
hey they r not watching movie tonight so ill prob b home early,0,Hey they r not watching movie tonight so i'll prob b home early...
gud gudk chikku tke care sleep well gud nyt,0,"Gud gud..k, chikku tke care.. sleep well gud nyt"
aiyo cos i sms then neva reply so i wait to reply lar i tot havent finish ur lab wat,0,Aiyo cos i sms Ã¼ then Ã¼ neva reply so i wait 4 Ã¼ to reply lar. I tot Ã¼ havent finish ur lab wat.
ok lor,0,Ok lor...
so i could kiss and feel you next to me,0,So i could kiss and feel you next to me...
sms services for your inclusive text credits pls goto login unsubscribe with stop no extra charge help po box ip we,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
okok okthenwhats ur todays plan,0,Ok.ok ok..then..whats ur todays plan
mine here like all fr china then so noisy,0,Mine here like all fr china then so noisy.
if you wereare free i can give otherwise nalla adi entey nattil kittum,0,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
quite late lar ard anyway i wun b drivin,0,Quite late lar... Ard 12 anyway i wun b drivin...
r u still working now,0,R u still working now?
hiya had a good day have you spoken to since the weekend,0,"Hiya, had a good day? Have you spoken to since the weekend?"
private your account statement for shows unredeemed s i m points call identifier code expires,1,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
rock yr chik get s of filthy films xxx pics on yr phone now rply filth to saristar ltd e yt p per days stop cancel,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
babe im back come back to me,0,"Babe, I'm back ... Come back to me ..."
oh unintentionally not bad timing great fingers the trains play along will give fifteen min warning,0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
winner as a valued network customer you hvae been selected to receive a reward to collect call valid hours only aclpm,1,WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
urgent last weekends draw shows that you have won cash or a spanish holiday call now to claim tc rstm sw ss ppm,1,"URGENT! Last weekend's draw shows that you have won Â£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
k k sms chat with me,0,K k:) sms chat with me.
nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna,0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
fine do you remember me,0,Fine. Do you remember me.
i cant i dont have her number,0,"I can't, I don't have her number!"
i have lost kilos as of today,0,I have lost 10 kilos as of today!
anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,0,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
hi babe u r most likely to be in bed but im so sorry about tonight i really wanna see u tomorrow so call me at love me xxx,0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
what is the plural of the noun research,0,What is the plural of the noun research?
aiyo u so poor thing then u dun wan eat u bathe already,0,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni,0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
my friends use to call the same,0,My friends use to call the same.
we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
i am in tirupur da once you started from office call me,0,"I am in tirupur da, once you started from office call me."
must come later i normally bathe him in da afternoon mah,0,Must come later.. I normally bathe him in da afternoon mah..
u still havent got urself a jacket ah,0,U still havent got urself a jacket ah?
natalja f is inviting you to be her friend reply yes or no see her stop send stop frnd to,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
well im computerless time to make some oreo truffles,0,Well. Im computerless. Time to make some oreo truffles
sorry sent blank msg again yup but trying do some serious studying now,0,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
i dont have i shall buy one dear,0,I dont have i shall buy one dear
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
that sucks so what do you got planned for your yo valentine i am your yo valentine arent i,0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
if youre still up maybe leave the credit card so i can get gas when i get back like he told me to,0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
was gr to see that message so when r u leaving congrats dear what school and wat r ur plans,0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
me also da i feel yesterday night wait til day night dear,0,"Me also da, i feel yesterday night  wait til 2day night dear."
white fudge oreos are in stores,0,WHITE FUDGE OREOS ARE IN STORES
i accidentally brought em home in the box,0,I accidentally brought em home in the box
its only ard rest all ard at leastwhich is price bedrm,0,It's Ã© only $140 ard...Ã rest all ard $180 at least...Which is Ã© price 4 Ã© 2 bedrm ($900)
still at west coast haiz ll take forever to come back,0,Still at west coast... Haiz... Ã'll take forever to come back...
freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd p per msg reply stop to end,1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
then u ask darren go n pick u lor but i oso sian tmr haf meet lect,0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
urgent please call from landline cash or a luxury canary islands holiday await collection tcs sae award maq ppm,1,Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â
alright i have a new goal now,0,Alright i have a new goal now
already one guy loving you,0,Already one guy loving you:-.
xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here xxxmobilemovieclubcomnqjkgighjjgcbl,1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
deep sigh i miss you i am really surprised you havent gone to the net cafe yet to get to me dont you miss me,0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
cold dont be sad dear,0,Cold. Dont be sad dear
you are sweet as well princess please tell me your likes and dislikes in bed,0,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
pls speak with me i wont ask anything other then you friendship,0,Pls speak with me. I wont ask anything other then you friendship.
come lt n pass to me lar,0,Ã come lt 25 n pass to me lar
my sister got placed in birla soft da,0,My sister got placed in birla soft da:-)
bank of granite issues strongbuy explosive pick for our members up over nasdaq symbol cdgt that is a per,1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
we don call like ltgt times oh no give us hypertension oh,0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
hi dear we saw dear we both are happy where you my battery is low,0,Hi dear we saw dear. We both are happy. Where you my battery is low
sorry i will be able to get to you see you in the morning,0,Sorry . I will be able to get to you. See you in the morning.
where do you need to go to get it,0,Where do you need to go to get it?
at bruce b downs amp fletcher now,0,at bruce b downs &amp; fletcher now
good morning my dear have a great amp successful day,0,Good Morning my Dear........... Have a great &amp; successful day.
yeah thatd pretty much be the best case scenario,0,Yeah that'd pretty much be the best case scenario
i want to sent ltgt mesages today thats y sorry if i hurts,0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ohas usual vijay film or its different,0,Oh:)as usual vijay film or its different?
do thing change that sentence into because i want concentrate in my educational career im leaving here,0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
im in a meeting call me later at,0,"I'm in a meeting, call me later at"
what class of ltgt reunion,0,What class of  &lt;#&gt;  reunion?
and picking them up from various points,0, and  picking them up from various points
the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
were finally ready fyi,0,We're finally ready fyi
you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
good evening this is roger how are you,0,Good evening! this is roger. How are you?
still in the area of the restaurant ill try to come back soon,0,Still in the area of the restaurant. Ill try to come back soon
old orchard near univ how about you,0,Old Orchard near univ. How about you?
mmmm i cant wait to lick it,0,Mmmm.... I cant wait to lick it!
even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply,0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
you didnt complete your gist oh,0,You didnt complete your gist oh.
what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me,0,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
home so we can always chat,0,Home so we can always chat
aight will do thanks again for comin out,0,"Aight will do, thanks again for comin out"
i also thk too fast xy suggest one not me u dun wan its ok going rain leh where got gd,0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen to email call,1,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
you have new message please call,1,You have 1 new message. Please call 08715205273
so u wan come for our dinner tonight a not,0,So u wan 2 come for our dinner tonight a not?
yup ok,0,Yup ok...
teach me apps da when you come to college,0,Teach me apps da. When you come to college.
v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
yes i know the cheesy songs from frosty the snowman,0,Yes I know the cheesy songs from frosty the snowman :)
ill post her out lr in class,0,I.ll post her out l8r. In class
am surfing online store for offers do you want to buy any thing,0,Am surfing online store. For offers do you want to buy any thing.
please charge my mobile when you get up in morning,0,.Please charge my mobile when you get up in morning.
ok thanx take care then,0,Ok thanx... Take care then...
thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw exeter bit worriedx,0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
getting tickets walsall tue th march my mate is getting me them on sat ill pay my treat want go txt bak terry,0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late,0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
am on the uworld site am i buying the qbank only or am i buying it with the self assessment also,0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
en chikku nange bakra msg kalstiyathen had teacoffee,0,En chikku nange bakra msg kalstiya..then had tea/coffee?
oh right ok ill make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
you have received your mobile content enjoy,1,3. You have received your mobile content. Enjoy
jay is snickering and tells me that x is totally fucking up the chords as we speak,0,Jay is snickering and tells me that x is totally fucking up the chords as we speak
wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
but i haf enuff space got like mb,0,But i haf enuff space got like 4 mb...
i havent add yet right,0,I havent add Ã¼ yet right.. 
with my sis lor we juz watched italian job,0,With my sis lor... We juz watched italian job.
yo do you know anyone ltgt or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just loko all night,0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
your unique user id is for removal send stop to customer services,1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around,0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
nimbomsons yep phone knows that one obviously cos thats a real word,0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
predict wat time ll finish buying,0,Ã predict wat time Ã¼'ll finish buying?
had your contract mobile mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
im home ard wat time will u reach,0,I'm home. Ard wat time will u reach?
ok lor but buy wat,0,Ok lor... But buy wat?
and dont worry well have finished by march ish,0,â¦ and donât worry weâll have finished by march â¦ ish!
cbe is really good nowadayslot of shop and showroomscity is shaping good,0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
wat time finish,0,Wat time Ã¼ finish?
hurry home soup is done,0,Hurry home. Soup is DONE!
goldviking m is inviting you to be his friend reply yes or no see him stop send stop frnd to,1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
this weeks savamob member offers are now accessible just call for details savamob pobox la wu only week savamob offers mobile,1,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!"
hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
s but mostly not like that,0,S but mostly not like that.
urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,1,"URGENT!: Your Mobile No. was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
sending you greetings of joy and happiness do have a gr evening,0,Sending you greetings of joy and happiness. Do have a gr8 evening
i wonder if your phone battery went dead i had to tell you i love you babe,0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
hi i wont b ard christmas but do enjoy n merry xmas,0,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
i dont know oh hopefully this month,0,I dont know oh. Hopefully this month.
